Table Product Code,Page,Product Code,Nominal Conductor Area (mm2),Nominal Conductor Diameter (mm),Nominal Insulation Thickness (mm),Approx. Cable Diameter (mm),Approx. Mass (kg/100m),Max. Pulling Tension on Conductor (kN),Max. Pulling Tension on Stocking Grip (kN),Min. Bending Radius*: During Installation (mm),Min. Bending Radius*: Set in Position (mm),"Max. Conductor Resistance, dc at 200C (Ω/km)","Conductor Resistance, ac at 900C & 50Hz (Ω/km)","Inductance, Trefoil Touching (mH/km)","Inductive Reactance, Trefoil Touching at 50Hz (Ω/km)",Zero Seq. Impedance at 200C & 50Hz (Ω/km),"Capacitance, Phase to Earth (μF/km)",Min. Insulation Resistance at 200C (MΩ.km),Electric Stress at Conductor Screen (kV/mm),Charging Current at Rated Voltage & 50Hz (A/phase/km),Short Circuit Rating,Continuous Current Rating,Inductance (mH/km),"Inductive Reactance, at 50Hz (Ω/km)",Max. Pulling Tension on Conductors (kN),Max. Pulling Tension on Armour Wires (kN),"Inductive, Trefoil Touching (mH/km)","Inductive Reactance, (Ω/km)"
3CALX22LD,51,,300,20.6,5.5,86.2,660,25,25,1550,1030,0.100,0.130,,,1.59+ j0.0511,0.344,"7,300",2.85,1.37,28.3,420,0.306,0.0962,,,,
3CALX22LDA,52,3CALX22LDA,35,7.1,5.5,63.8,535,,5.3,1150,770,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,5.3,17,,
3CALX22LDA,52,,50,8.1,5.5,66.4,570,,7.5,1190,800,0.641,0.822,,,2.98+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,7.5,18,,
3CALX22LDA,52,,70,9.8,5.5,70.2,630,,11,1260,840,0.443,0.568,,,2.63+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,11,20,,
3CALX22LDA,52,,95,11.5,5.5,74.3,700,,14,1340,890,0.320,0.411,,,2.37+ j0.0695,0.223,"11,000",3.21,0.891,9.0,235,0.367,0.115,14,23,,
3CALX22LDA,52,,120,12.9,5.5,79.3,855,,18,1430,950,0.253,0.325,,,2.18+ j0.0657,0.241,"10,000",3.13,0.962,11.3,255,0.354,0.111,18,25,,
3CALX22LDA,52,,150,14.2,5.5,82.4,920,,23,1480,990,0.206,0.265,,,2.03+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,23,25,,
3CALX22LDA,52,,185,16.0,5.5,86.8,1010,,25,1560,1040,0.164,0.211,,,1.89+ j0.0579,0.281,"8,900",2.99,1.12,17.5,320,0.329,0.103,25,25,,
3CALX22LD,53,3CALX22LD,35,7.1,5.5,54.7,230,5.3,5.3,980,660,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,,,,
3CALX22LD,53,,50,8.1,5.5,57.0,260,7.5,7.5,1030,680,0.641,0.822,,,2.46+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,,,,
3CALX22LD,53,,70,9.8,5.5,60.9,310,11,11,1100,730,0.443,0.568,,,1.76+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,,,,
3CALX22LD,53,,95,11.5,5.5,64.7,370,14,14,1170,780,0.320,0.411,,,1.26+ j0.0695,0.223,"11,000",3.21,0.891,9.0,225,0.367,0.115,,,,
3CALX22LD,53,,120,12.9,5.5,67.8,415,18,16,1220,810,0.253,0.325,,,1.09+ j0.0657,0.241,"10,000",3.13,0.962,11.3,250,0.354,0.111,,,,
3CALX22LD,53,,150,14.2,5.5,71.0,455,23,18,1280,850,0.206,0.265,,,1.05+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,,,,
3CALX22LD,53,,185,16.0,5.5,74.9,510,25,20,1350,900,0.164,0.211,,,1.01+ j0.0579,0.281,"8,900",2.99,1.12,17.5,325,0.329,0.103,,,,
3CALX22LD,53,,240,18.1,5.5,80.0,590,25,22,1440,960,0.125,0.161,,,0.967+ j0.0542,0.309,"8,100",2.92,1.23,22.7,375,0.317,0.0995,,,,
3CALX22LD,53,,300,20.6,5.5,86.2,685,25,25,1550,1030,0.100,0.130,,,0.942+ j0.0511,0.344,"7,300",2.85,1.37,28.3,420,0.306,0.0962,,,,
3CALX22LDA,54,3CALX22LDA,35,7.1,5.5,63.8,535,,5.3,1150,770,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,5.3,17,,
3CALX22LDA,54,,50,8.1,5.5,66.4,580,,7.5,1190,800,0.641,0.822,,,2.46+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,7.5,18,,
3CALX22LDA,54,,70,9.8,5.5,70.4,655,,11,1270,850,0.443,0.568,,,1.76+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,11,20,,
3CALX22LDA,54,,95,11.5,5.5,74.5,735,,14,1340,890,0.320,0.411,,,1.26+ j0.0695,0.223,"11,000",3.21,0.891,9.0,225,0.367,0.115,14,23,,
3CALX22LDA,54,,120,12.9,5.5,79.3,890,,18,1430,950,0.253,0.325,,,1.09+ j0.0657,0.241,"10,000",3.13,0.962,11.3,250,0.354,0.111,18,25,,
3CALX22LDA,54,,150,14.2,5.5,82.6,955,,23,1490,990,0.206,0.265,,,1.05+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,23,25,,
3CALX22LDA,54,,185,16.0,5.5,86.8,1040,,25,1560,1040,0.164,0.211,,,1.01+ j0.0579,0.281,"8,900",2.99,1.12,17.5,325,0.329,0.103,25,25,,
1CCUX33LD,55,1CCUX33LD,50,8.2,8.0,33.1,140,3.5,3.5,600,400,0.387,0.494,,0.159,1.32+ j0.0975,0.139,"18,000",4.07,0.831,7.2,205,,,,,0.507,
1CCUX33LD,55,,70,9.8,8.0,34.7,165,4.9,4.2,630,420,0.268,0.342,,0.147,1.20+ j0.0868,0.155,"16,000",3.85,0.923,10.0,250,,,,,0.469,
1CCUX33LD,55,,95,11.5,8.0,36.6,195,6.7,4.7,660,440,0.193,0.247,,0.140,1.13+ j0.0802,0.170,"15,000",3.67,1.02,13.6,300,,,,,0.447,
1CCUX33LD,55,,120,12.9,8.0,38.0,225,8.4,5.1,680,460,0.153,0.196,,0.134,1.09+ j0.0749,0.183,"14,000",3.55,1.09,17.2,335,,,,,0.428,
1CCUX33LD,55,,150,14.3,8.0,39.6,255,11,5.5,710,480,0.124,0.159,,0.130,1.06+ j0.0711,0.196,"13,000",3.46,1.17,21.5,380,,,,,0.415,
1CCUX33LD,55,,185,16.1,8.0,41.4,295,13,6.0,740,500,0.0991,0.127,,0.126,1.03+ j0.0670,0.212,"12,000",3.36,1.26,26.5,425,,,,,0.400,
1CCUX33LD,55,,240,18.2,8.0,43.8,355,17,6.7,790,530,0.0754,0.0976,,0.121,1.01+ j0.0627,0.231,"11,000",3.26,1.38,34.3,490,,,,,0.385,
1CCUX33LD,55,,300,20.6,8.0,46.5,420,21,7.6,840,560,0.0601,0.0786,,0.117,0.995+ j0.0591,0.254,"9,900",3.16,1.52,42.9,555,,,,,0.372,
1CCUX33LD,55,,400,23.5,8.0,50.2,515,25,8.8,900,600,0.0470,0.0625,,0.113,0.982+ j0.0556,0.284,"8,800",3.06,1.70,57.2,625,,,,,0.359,
1CCUX33LD,55,,500,26.6,8.0,53.5,625,25,10,960,640,0.0366,0.0500,,0.109,0.973+ j0.0521,0.312,"8,000",2.99,1.86,71.5,705,,,,,0.346,
1CCUX33LD,55,,630,30.3,8.0,57.4,770,25,12,1030,690,0.0283,0.0405,,0.105,0.965+ j0.0491,0.344,"7,200",2.93,2.06,90.1,795,,,,,0.335,
1CCUX33HD,56,1CCUX33HD,50,8.2,8.0,34.4,165,3.5,3.5,620,410,0.387,0.494,,0.162,0.783+ j0.0989,0.139,"18,000",4.07,0.831,7.2,205,,,,,0.515,
1CCUX33HD,56,,70,9.8,8.0,36.2,210,4.9,4.6,650,430,0.268,0.342,,0.150,0.550+ j0.0881,0.155,"16,000",3.85,0.923,10.0,250,,,,,0.478,
1CCUX33HD,56,,95,11.5,8.0,37.9,240,6.7,5.0,680,460,0.193,0.247,,0.143,0.475+ j0.0815,0.170,"15,000",3.67,1.02,13.6,295,,,,,0.454,
1CCUX33HD,56,,120,12.9,8.0,39.5,270,8.4,5.5,710,470,0.153,0.196,,0.137,0.435+ j0.0762,0.183,"14,000",3.55,1.09,17.2,335,,,,,0.436,
1CCUX33HD,56,,150,14.3,8.0,40.9,300,11,5.9,740,490,0.124,0.159,,0.133,0.406+ j0.0723,0.196,"13,000",3.46,1.17,21.5,370,,,,,0.422,
1CCUX33HD,56,,185,16.1,8.0,42.9,340,13,6.4,770,510,0.0991,0.127,,0.128,0.381+ j0.0681,0.212,"12,000",3.36,1.26,26.5,420,,,,,0.407,
1CCUX33HD,56,,240,18.2,8.0,45.1,400,17,7.1,810,540,0.0754,0.0976,,0.123,0.358+ j0.0638,0.231,"11,000",3.26,1.38,34.3,480,,,,,0.391,
1CCUX33HD,56,,300,20.6,8.0,47.8,465,21,8.0,860,570,0.0601,0.0785,,0.119,0.343+ j0.0601,0.254,"9,900",3.16,1.52,42.9,535,,,,,0.378,
1CCUX33HD,56,,400,23.5,8.0,51.5,560,25,9.3,930,620,0.0470,0.0624,,0.115,0.330+ j0.0566,0.284,"8,800",3.06,1.70,57.2,605,,,,,0.365,
1CCUX33HD,56,,500,26.6,8.0,54.8,675,25,10,990,660,0.0366,0.0500,,0.110,0.320+ j0.0530,0.312,"8,000",2.99,1.86,71.5,675,,,,,0.352,
1CCUX33HD,56,,630,30.3,8.0,58.7,815,25,12,1060,700,0.0283,0.0404,,0.107,0.312+ j0.0499,0.344,"7,200",2.93,2.06,90.1,750,,,,,0.340,
3CCUX33LD,57,3CCUX33LD,50,8.2,8.0,68.5,435,11,11,1230,820,0.387,0.494,,,2.32+ j0.0978,0.140,"18,000",4.07,0.834,7.2,190,0.457,0.143,,,,
3CCUX33LD,57,,70,9.8,8.0,72.4,525,15,15,1300,870,0.268,0.342,,,2.09+ j0.0871,0.155,"16,000",3.85,0.927,10.0,235,0.422,0.133,,,,
3CCUX33LD,57,,95,11.5,8.0,76.3,620,20,20,1370,920,0.193,0.247,,,1.92+ j0.0805,0.171,"15,000",3.67,1.02,13.6,280,0.401,0.126,,,,
3CCUX33LD,57,,120,12.9,8.0,79.5,715,25,22,1430,950,0.153,0.196,,,1.79+ j0.0752,0.184,"14,000",3.55,1.10,17.2,320,0.384,0.121,,,,
3CCUX33LD,57,,150,14.3,8.0,82.7,810,25,24,1490,990,0.124,0.159,,,1.69+ j0.0714,0.197,"13,000",3.46,1.17,21.5,365,0.371,0.117,,,,
3CCUX33LD,57,,185,16.1,8.0,86.7,940,25,25,1560,1040,0.0991,0.128,,,1.59+ j0.0672,0.212,"12,000",3.36,1.27,26.5,410,0.358,0.112,,,,
3CCUX33LD,57,,240,18.2,8.0,91.8,1140,25,25,1650,1100,0.0754,0.0978,,,1.44+ j0.0629,0.232,"11,000",3.26,1.39,34.3,484,0.344,0.108,,,,
3CCUX33LD,57,,300,20.6,8.0,97.6,1350,25,25,1760,1170,0.0601,0.0788,,,1.37+ j0.0593,0.255,"9,900",3.16,1.52,42.9,545,0.332,0.104,,,,
3CCUX33LDA,58,3CCUX33LDA,50,8.2,8.0,79.9,920,11,11,1440,960,0.387,0.494,,,2.32+j0.0978,0.140,"18,000",4.07,0.834,7.2,190,,,,25,0.457,0.143
3CCUX33LDA,58,,70,9.8,8.0,84.1,1040,15,15,1510,1010,0.268,0.342,,,2.09+j0.0871,0.155,"16,000",3.85,0.927,10.0,235,,,,25,0.422,0.133
3CCUX33LDA,58,,95,11.5,8.0,88.0,1160,20,20,1580,1060,0.193,0.247,,,1.92+j0.0805,0.171,"15,000",3.67,1.02,13.6,280,,,,25,0.401,0.126
3CCUX33LDA,58,,120,12.9,8.0,91.4,1280,25,25,1640,1100,0.153,0.196,,,1.79+j0.0752,0.184,"14,000",3.55,1.10,17.2,320,,,,25,0.384,0.121
3CCUX33LDA,58,,150,14.3,8.0,94.8,1400,25,25,1710,1140,0.124,0.159,,,1.69+j0.0714,0.197,"13,000",3.46,1.17,21.5,365,,,,25,0.371,0.117
3CCUX33HD,59,3CCUX33HD,50,8.2,8.0,68.7,455,11,11,1240,820,0.387,0.494,,,1.56+ j0.0978,0.140,"18,000",4.07,0.834,7.2,195,0.457,0.143,,,,
3CCUX33HD,59,,70,9.8,8.0,72.4,560,15,15,1300,870,0.268,0.342,,,1.11+ j0.0871,0.155,"16,000",3.85,0.927,10.0,240,0.422,0.133,,,,
3CCUX33HD,59,,95,11.5,8.0,76.3,655,20,20,1370,920,0.193,0.247,,,1.03+ j0.0805,0.171,"15,000",3.67,1.02,13.6,285,0.401,0.126,,,,
3CCUX33HD,59,,120,12.9,8.0,79.5,745,25,22,1430,950,0.153,0.196,,,0.995+ j0.0752,0.184,"14,000",3.55,1.10,17.2,330,0.384,0.121,,,,
3CCUX33HD,59,,150,14.3,8.0,82.7,840,25,24,1490,990,0.124,0.159,,,0.966+ j0.0752,0.197,"13,000",3.46,1.17,21.5,370,0.371,0.117,,,,
3CCUX33HD,59,,185,16.1,8.0,86.7,970,25,25,1560,1040,0.0991,0.128,,,0.941+ j0.0672,0.212,"12,000",3.36,1.27,26.5,410,0.358,0.112,,,,
3CCUX33HD,59,,240,18.2,8.0,91.8,1160,25,25,1650,1100,0.0754,0.0978,,,0.917+ j0.0629,0.232,"11,000",3.26,1.39,34.3,486,0.344,0.108,,,,
3CCUX33HD,59,,300,20.6,8.0,97.6,1380,25,25,1760,1170,0.0601,0.0788,,,0.902+ j0.0593,0.255,"9,900",3.16,1.52,42.9,547,0.332,0.104,,,,
3CCUX33HDA,60,3CCUX33HDA,50,8.2,8.0,80.1,940,11,11,1440,960,0.387,0.494,,,1.56+j0.0978,0.140,"18,000",4.07,0.834,7.2,195,,,,25,0.457,0.143
3CCUX33HDA,60,,70,9.8,8.0,84.1,1070,15,15,1510,1010,0.268,0.342,,,1.11+j0.0871,0.155,"16,000",3.85,0.927,10.0,240,,,,25,0.422,0.133
3CCUX33HDA,60,,95,11.5,8.0,88.0,1190,20,20,1580,1060,0.193,0.247,,,1.03+j0.0805,0.171,"15,000",3.67,1.02,13.6,285,,,,25,0.401,0.126
3CCUX33HDA,60,,120,12.9,8.0,91.4,1310,25,25,1640,1100,0.153,0.196,,,0.995+j0.0752,0.184,"14,000",3.55,1.10,17.2,330,,,,25,0.384,0.121
3CCUX33HDA,60,,150,14.3,8.0,94.8,1430,25,25,1710,1140,0.124,0.159,,,0.966+j0.0714,0.197,"13,000",3.46,1.17,21.5,370,,,,25,0.371,0.117
1CCUX33LD,61,1CCUX33LD,50,8.1,8.0,33.0,110,2.5,2.5,590,400,0.641,0.822,,0.160,1.57+ j0.0978,0.139,"18,000",4.08,0.828,4.7,160,,,,,0.508,
1CCUX33LD,61,,70,9.8,8.0,34.7,120,3.5,3.5,630,420,0.443,0.568,,0.147,1.38+ j0.0868,0.155,"16,000",3.85,0.923,6.6,195,,,,,0.469,
1CCUX33LD,61,,95,11.5,8.0,36.6,135,4.8,4.7,660,440,0.320,0.411,,0.140,1.25+ j0.0802,0.170,"15,000",3.67,1.02,9.0,230,,,,,0.447,
1CCUX33LD,61,,120,12.9,8.0,38.0,150,6.0,5.0,680,460,0.253,0.325,,0.136,1.19+ j0.0759,0.183,"14,000",3.56,1.09,11.3,265,,,,,0.431,
1CCUX33LD,61,,150,14.2,8.0,39.5,165,7.5,5.5,710,470,0.206,0.265,,0.132,1.14+ j0.0722,0.195,"13,000",3.46,1.16,14.2,295,,,,,0.419,
1CCUX33LD,61,,185,16.0,8.0,41.3,180,9.3,6.0,740,500,0.164,0.211,,0.126,1.10+ j0.0672,0.211,"12,000",3.36,1.26,17.5,330,,,,,0.401,
1CCUX33LD,61,,240,18.1,8.0,43.6,205,12,6.7,790,520,0.125,0.161,,0.121,1.06+ j0.0629,0.230,"11,000",3.26,1.37,22.7,385,,,,,0.386,
1CCUX33LD,61,,300,20.6,8.0,46.5,235,15,7.6,840,560,0.100,0.129,,0.117,1.03+ j0.0591,0.254,"9,900",3.16,1.52,28.3,435,,,,,0.372,
1CCUX33LD,61,,400,23.5,8.0,50.2,275,20,8.8,900,600,0.0778,0.101,,0.113,1.01+ j0.0561,0.284,"8,800",3.06,1.70,37.8,495,,,,,0.361,
1CCUX33LD,61,,500,26.6,8.0,53.5,320,25,10,960,640,0.0605,0.0797,,0.109,0.996+ j0.0526,0.312,"8,000",2.99,1.86,47.2,565,,,,,0.348,
1CCUX33LD,61,,630,30.2,8.0,57.3,375,25,11,1030,690,0.0469,0.0630,,0.105,0.982+ j0.0492,0.344,"7,200",2.93,2.05,59.5,645,,,,,0.336,
1CALX33HD,62,1CALX33HD,50,8.1,8.0,34.3,125,2.5,2.5,620,410,0.641,0.822,,0.162,1.24+ j0.0992,0.139,"18,000",4.08,0.828,4.7,160,,,,,0.516,
1CALX33HD,62,,70,9.8,8.0,36.2,150,3.5,3.5,650,430,0.443,0.568,,0.150,0.871+ j0.0881,0.155,"16,000",3.85,0.923,6.6,195,,,,,0.478,
1CALX33HD,62,,95,11.5,8.0,37.9,175,4.8,4.8,680,460,0.320,0.411,,0.143,0.635+ j0.0815,0.170,"15,000",3.67,1.02,9.0,230,,,,,0.454,
1CALX33HD,62,,120,12.9,8.0,39.5,195,6.0,5.5,710,470,0.253,0.325,,0.138,0.535+ j0.0771,0.183,"14,000",3.56,1.09,11.3,260,,,,,0.439,
1CALX33HD,62,,150,14.2,8.0,40.8,210,7.5,5.8,730,490,0.206,0.265,,0.134,0.488+ j0.0734,0.195,"13,000",3.46,1.16,14.2,290,,,,,0.426,
1CALX33HD,62,,185,16.0,8.0,42.8,230,9.3,6.4,770,510,0.164,0.211,,0.128,0.446+ j0.0683,0.211,"12,000",3.36,1.26,17.5,330,,,,,0.408,
1CALX33HD,62,,240,18.1,8.0,44.9,250,12,7.1,810,540,0.125,0.161,,0.123,0.407+ j0.0640,0.230,"11,000",3.26,1.37,22.7,380,,,,,0.392,
1CALX33HD,62,,300,20.6,8.0,47.8,280,15,8.0,860,570,0.100,0.129,,0.119,0.382+ j0.0601,0.254,"9,900",3.16,1.52,28.3,425,,,,,0.378,
1CALX33HD,62,,400,23.5,8.0,51.5,320,20,9.3,930,620,0.0778,0.101,,0.115,0.360+ j0.0570,0.284,"8,800",3.06,1.70,37.8,485,,,,,0.366,
1CALX33HD,62,,500,26.6,8.0,54.8,365,25,10,990,660,0.0605,0.0797,,0.111,0.343+ j0.0534,0.312,"8,000",2.99,1.86,47.2,550,,,,,0.353,
1CALX33HD,62,,630,30.2,8.0,58.6,420,25,12,1050,700,0.0469,0.0629,,0.107,0.330+ j0.0500,0.344,"7,200",2.93,2.05,59.5,620,,,,,0.340,
3CALX33LD,63,3CALX33LD,50,8.1,8.0,68.4,350,7.5,7.5,1230,820,0.641,0.822,,,2.57+ j0.0981,0.139,"18,000",4.08,0.831,4.7,150,0.457,0.144,,,,
3CALX33LD,63,,70,9.8,8.0,72.4,400,11,11,1300,870,0.443,0.568,,,2.27+ j0.0871,0.155,"16,000",3.85,0.927,6.6,180,0.422,0.133,,,,
3CALX33LD,63,,95,11.5,8.0,76.3,445,14,14,1370,920,0.320,0.411,,,2.05+ j0.0805,0.171,"15,000",3.67,1.02,9.0,220,0.401,0.126,,,,
3CALX33LD,63,,120,12.9,8.0,79.4,490,18,18,1430,950,0.253,0.325,,,1.89+ j0.0762,0.183,"14,000",3.56,1.09,11.3,250,0.387,0.121,,,,
3CALX33LD,63,,150,14.2,8.0,82.5,535,23,23,1490,990,0.206,0.265,,,1.77+ j0.0724,0.196,"13,000",3.46,1.17,14.2,280,0.375,0.118,,,,
3CALX33LD,63,,185,16.0,8.0,86.5,600,25,25,1560,1040,0.164,0.211,,,1.66+ j0.0674,0.211,"12,000",3.36,1.26,17.5,315,0.359,0.113,,,,
3CALX33LD,63,,240,18.1,8.0,91.5,690,25,25,1650,1100,0.125,0.161,,,1.49+ j0.0632,0.231,"11,000",3.26,1.38,22.7,377,0.345,0.108,,,,
3CALX33LD,63,,300,20.6,8.0,97.6,795,25,25,1760,1170,0.100,0.130,,,1.41+ j0.0593,0.255,"9,900",3.16,1.52,28.3,426,0.332,0.104,,,,
3CCUX33HDA,64,3CCUX33HDA,50,8.1,8.0,79.8,830,7.5,7.5,1440,960,0.641,0.822,,,2.57+j0.0981,0.139,"18,000",4.08,0.831,4.7,150,,,,25,0.457,0.144
3CCUX33HDA,64,,70,9.8,8.0,84.1,910,11,11,1510,1010,0.443,0.568,,,2.27+j0.0871,0.155,"16,000",3.85,0.927,6.6,180,,,,25,0.422,0.133
3CCUX33HDA,64,,95,11.5,8.0,88.0,980,14,14,1580,1060,0.320,0.411,,,2.05+j0.0805,0.171,"15,000",3.67,1.02,9.0,220,,,,25,0.401,0.126
3CCUX33HDA,64,,120,12.9,8.0,91.3,1050,18,18,1640,1100,0.253,0.325,,,1.89+j0.0762,0.183,"14,000",3.56,1.09,11.3,250,,,,25,0.387,0.121
3CCUX33HDA,64,,150,14.2,8.0,94.6,1120,23,23,1700,1140,0.206,0.265,,,1.77+j0.0724,0.196,"13,000",3.46,1.17,14.2,280,,,,25,0.375,0.118
3CALX33HD,65,3CALX33HD,50,8.1,8.0,68.6,355,7.5,7.5,1230,820,0.641,0.822,,,2.46+ j0.0981,0.139,"18,000",4.08,0.831,4.7,145,0.457,0.144,,,,
3CALX33HD,65,,70,9.8,8.0,72.4,410,11,11,1300,870,0.443,0.568,,,1.76+ j0.0871,0.155,"16,000",3.85,0.927,6.6,190,0.422,0.133,,,,
3CALX33HD,65,,95,11.5,8.0,76.3,470,14,14,1370,920,0.320,0.411,,,1.28+ j0.0805,0.171,"15,000",3.67,1.02,9.0,225,0.401,0.126,,,,
3CALX33HD,65,,120,12.9,8.0,79.4,520,18,18,1430,950,0.253,0.325,,,1.09+ j0.0762,0.183,"14,000",3.56,1.09,11.3,255,0.387,0.121,,,,
3CALX33HD,65,,150,14.2,8.0,82.5,565,23,23,1490,990,0.206,0.265,,,1.05+ j0.0724,0.196,"13,000",3.46,1.17,14.2,285,0.375,0.118,,,,
3CALX33HD,65,,185,16.0,8.0,86.5,630,25,25,1560,1040,0.164,0.211,,,1.01+ j0.0674,0.211,"12,000",3.36,1.26,17.5,320,0.359,0.113,,,,
3CALX33HD,65,,240,18.1,8.0,91.5,715,25,25,1650,1100,0.125,0.161,,,0.967+ j0.0632,0.231,"11,000",3.26,1.38,22.7,380,0.345,0.108,,,,
3CALX33HD,65,,300,20.6,8.0,97.6,820,25,25,1760,1170,0.100,0.130,,,0.942+ j0.0593,0.255,"9,900",3.16,1.52,28.3,428,0.332,0.104,,,,
3CALX33HDA,66,3CALX33HDA,50,8.1,8.0,80.0,835,7.5,7.5,1440,960,0.641,0.822,,,2.46+j0.0981,0.139,"18,000",4.08,0.831,4.7,145,,,,25,0.457,0.144
3CALX33HDA,66,,70,9.8,8.0,84.1,920,11,11,1510,1010,0.443,0.568,,,1.76+j0.0871,0.155,"16,000",3.85,0.927,6.6,190,,,,25,0.422,0.133
3CALX33HDA,66,,95,11.5,8.0,88.0,1010,14,14,1580,1060,0.320,0.411,,,1.28+j0.0805,0.171,"15,000",3.67,1.02,9.0,225,,,,25,0.401,0.126
3CALX33HDA,66,,120,12.9,8.0,91.3,1080,18,18,1640,1100,0.253,0.325,,,1.09+j0.0762,0.183,"14,000",3.56,1.09,11.3,255,,,,25,0.387,0.121
3CALX33HDA,66,,150,14.2,8.0,94.6,1150,23,23,1700,1140,0.206,0.265,,,1.05+j0.0724,0.196,"13,000",3.46,1.17,14.2,285,,,,25,0.375,0.118
